Listening to port 4567
Connected!!!
nis
72.8324
0.596992
4.50716
4.3019
0.883508
1.90501
2.5491
0.911809
1.49397
1.46973
2.40877
1.53525
1.70443
5.16607
2.4148
5.8657
5.58242
2.3593
2.95269
1.34563
1.93911
1.35428
1.05057
1.22571
1.22289
12.7947
0.441045
1.19842
2.29802
1.71468
1.56578
0.862867
0.4013
2.90169
0.593925
1.06166
1.30285
2.46744
1.27843
0.79171
3.56513
0.120076
2.29989
0.405956
1.30126
1.40983
7.66667
1.38141
3.63289
5.6666
4.14816
1.77995
4.14294
0.217319
0.876752
0.271626
1.05134
10.7442
0.33386
0.81303
0.941809
12.1742
3.4662
0.722971
1.78622
6.15613
0.812461
5.48742
5.05432
9.03629
1.74009
9.25676
1.30083
1.51857
0.290038
1.92556
1.97671
2.25585
1.45316
1.25827
3.49221
3.38898
1.63486
2.10999
2.82151
4.47627
0.138386
2.91072
0.743463
0.62759
2.52069
2.95238
0.545486
3.6111
3.8694
0.651573
7.79919
2.65592
3.50932
0.667502
2.73625
4.74344
0.715214
1.54357
1.99329
1.79993
1.55272
2.29979
0.329107
1.48009
1.76677
2.19944
0.592428
2.40399
1.21055
0.854618
1.09893
2.42757
1.78571
3.15121
5.04193
6.19743
0.823151
2.94564
5.27266
3.55765
0.464226
4.95048
1.43989
3.49769
3.63858
0.766932
5.15718
1.23147
1.09896
5.64606
29.6393
3.14153
6.92885
3.55709
3.21409
3.62295
1.14056
0.293704
2.63532
1.75685
0.10003
1.27367
3.78996
0.350095
5.45134
0.988378
6.12888
1.00799
1.54469
0.736334
1.26527
0.943201
2.18497
1.9636
2.95583
3.58647
2.51433
0.526382
4.46373
1.59576
2.06952
3.76356
7.1227
3.25829
1.36998
1.07684
3.23015
2.19821
6.14813
2.17484
2.71985
1.68807
4.17911
1.79188
1.48774
3.52864
1.64761
0.619449
1.12128
4.23312
0.621493
1.51828
1.15551
5.53371
0.310394
11.3408
3.97037
2.22431
0.486314
1.21024
2.60387
1.71121
3.45338
2.58377
25.9737
1.83431
5.67699
1.67517
0.34244
1.46238
2.46478
2.26212
0.487379
0.199937
9.25666
2.27413
0.744285
1.69503
4.72567
1.46192
4.28907
1.92101
3.21204
7.40271
1.51214
3.86793
3.30787
1.53693
1.52458
2.63134
2.70149
6.73727
3.5164
0.260596
0.197148
0.518931
0.458188
5.94832
7.41486
0.361404
1.93278
0.287095
1.96024
0.428016
1.93101
5.64686
0.831327
6.93019
2.1132
0.690301
1.62967
6.12461
4.10412
