Listening to port 4567
Connected!!!
nis
4.11931
5.89794
7.87248
4.65085
0.597804
6.76856
1.89789
7.71221
5.79984
1.09653
0.821665
2.51196
1.80804
2.0212
0.126911
0.449087
0.0186509
5.33419
0.839237
0.462307
2.31008
0.691999
0.439722
2.46391
1.38432
2.10106
1.287
1.60782
2.5096
1.82592
0.0416856
0.865966
1.0935
1.67202
0.685273
0.998328
0.184589
1.80109
1.32557
2.66002
2.80046
2.20006
2.02456
4.41942
1.91233
0.237924
1.7866
0.72366
1.67862
0.214461
3.05806
0.204865
5.01676
0.439727
0.876831
3.68693
0.773242
1.12015
0.756985
1.36802
0.449465
1.91866
3.21823
2.02099
1.53694
0.443105
0.615851
0.95012
1.76155
1.38516
1.37474
2.75248
0.42438
1.00717
1.48923
0.335889
1.89304
0.10145
2.42401
0.327003
0.488844
3.05182
0.727317
0.220801
2.98527
1.67295
0.119702
1.82433
0.473161
0.628632
0.738035
1.6296
0.82306
0.568283
0.121239
0.572064
4.1569
1.38089
4.43352
0.607668
0.0399375
2.81403
2.13155
0.345463
1.2774
1.42462
0.560127
3.8822
1.34802
2.87085
0.980453
0.583622
7.72327
5.15366
1.29471
2.62156
0.421546
4.17416
0.592978
0.754799
1.76118
1.48428
2.48268
0.00138452
1.92679
1.48742
2.31297
3.2898
1.82517
0.470199
0.417519
0.715502
0.994347
3.53382
1.12951
0.0402534
0.05637
7.02792
1.80781
2.8972
0.199287
2.46844
0.408189
1.64418
4.22152
2.60995
1.86653
0.22958
1.42822
0.990429
6.05102
0.439913
1.74217
3.23076
1.97674
5.82848
3.021
1.17921
0.921736
7.05971
2.27714
0.710128
0.158253
2.96721
2.48573
0.105304
3.4038
1.04868
0.0576448
0.943606
1.96502
0.188485
3.5939
2.2598
10.8965
0.762318
0.122408
0.954224
0.249693
1.57861
6.05401
0.504255
2.83317
2.16599
4.57991
3.90917
3.67582
0.0973892
0.574263
0.764517
0.409602
1.33587
3.62322
0.929696
6.17968
0.757477
1.47991
0.015225
0.719206
2.24627
0.808111
2.16881
0.529004
0.994336
0.840094
0.228263
1.35522
0.31962
3.36373
2.57889
0.26008
1.13334
1.22111
0.204332
0.339098
2.60394
0.0371497
1.65546
2.35587
0.302025
2.67531
5.7782
2.33913
1.58319
0.0152963
3.19384
1.06755
1.88009
1.12058
2.48132
2.8656
0.645513
0.962976
0.618132
1.90793
8.69976
0.211764
4.61678
1.06171
2.91198
0.253941
4.07957
0.819491
2.44369
0.57302
0.638332
5.45332
5.99265
0.181181
